Company,Revenues ($M),Profits ($M),Assets ($M),Employees,Sector,Industry,City,State
Rush Enterprises,"$4,714 ",$172.10 ,"$2,890 ","6,825",Retailing,"Automotive Retailing, Services",New Braunfels,TX
Xylem,"$4,707 ",$331.00 ,"$6,860 ","16,200",Industrials,Industrial Machinery,Rye Brook,NY
Neiman Marcus Group,"$4,706 ",($531.80),"$7,704 ","13,700",Retailing,Specialty Retailers: Apparel,Dallas,TX
Hyatt Hotels,"$4,685 ",$249.00 ,"$7,672 ","45,000","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",Chicago,IL
Sprouts Farmers Market,"$4,665 ",$158.40 ,"$1,582 ","27,000",Food &  Drug Stores,Food and Drug Stores,Phoenix,AZ
Diebold Nixdorf,"$4,609 ",($233.10),"$5,250 ","23,000",Technology,"Computers, Office Equipment",North Canton,OH
Roper Technologies,"$4,608 ",$971.80 ,"$14,316 ","14,236",Technology,"Scientific,Photographic and  Control Equipment",Sarasota,FL
Smart & Final Stores,"$4,571 ",($138.90),"$1,810 ","7,570",Food &  Drug Stores,Food and Drug Stores,Commerce,CA
CommScope Holding,"$4,561 ",$193.80 ,"$7,042 ","20,000",Technology,Network and Other Communications Equipment,Newton,NC
Tapestry,"$4,488.30 ",$591.00 ,"$5,831.60 ",12450,Apparel,Apparel,New York City,NY
Diplomat Pharmacy,"$4,485 ",$15.50 ,"$1,940 ","2,298",Health Care,Health Care: Pharmacy and Other Services,Flint,MI
Chipotle Mexican Grill,"$4,476 ",$176.30 ,"$2,046 ","68,890","Hotels, Restaurants &  Leisure",Food Services,Denver,CO
Agilent Technologies,"$4,472 ",$684.00 ,"$8,426 ","13,500",Technology,"Scientific,Photographic and  Control Equipment",Santa Clara,CA
Science Applications International,"$4,454 ",$179.00 ,"$2,073 ","15,391",Technology,Information Technology Services,Reston,VA
MDU Resources Group,"$4,444 ",$281.20 ,"$6,335 ","10,140",Energy,Energy,Bismarck,ND
Select Medical Holdings,"$4,444 ",$177.20 ,"$5,127 ","36,050",Health Care,Health Care: Medical Facilities,Mechanicsburg,PA
Boise Cascade,"$4,432 ",$83.00 ,"$1,607 ","6,370",Wholesalers,Wholesalers: Diversified,Boise,ID
National General Holdings,"$4,431 ",$105.80 ,"$8,440 ","7,570",Financials,Insurance: Property and Casualty (Stock),New York,NY
SCANA,"$4,407 ",($119.00),"$18,739 ","5,228",Energy,Utilities: Gas and Electric,Cayce,SC
Graphic Packaging Holding,"$4,404 ",$300.20 ,"$4,863 ","13,000",Materials,"Packaging, Containers",Atlanta,GA
Fastenal,"$4,391 ",$578.60 ,"$2,911 ","20,565",Wholesalers,Wholesalers: Diversified,Winona,MN
Schneider National,"$4,384 ",$389.90 ,"$3,331 ","19,600",Transportation,"Trucking, Truck Leasing",Green Bay,WI
Laureate Education,"$4,378 ",$91.50 ,"$7,392 ","54,500",Business Services,Education,Baltimore,MD
Beacon Roofing Supply,"$4,377 ",$100.90 ,"$3,450 ","5,406",Wholesalers,Wholesalers: Diversified,Herndon,VA
KB Home,"$4,369 ",$180.60 ,"$5,042 ","1,915",Engineering &  Construction,Homebuilders,Los Angeles,CA
Equinix,"$4,368 ",$233.00 ,"$18,692 ","7,273",Financials,Real estate,Redwood City,CA
Terex,"$4,363 ",$128.70 ,"$3,463 ","10,700",Industrials,Construction and Farm Machinery,Westport,CT
Crown Castle International,"$4,356 ",$444.60 ,"$32,230 ","4,500",Financials,Real estate,Houston,TX
CACI International,"$4,355 ",$163.70 ,"$3,911 ","18,600",Technology,Information Technology Services,Arlington,VA
Watsco,"$4,342 ",$208.20 ,"$2,047 ","5,200",Wholesalers,Wholesalers: Diversified,Miami,FL
Coca-Cola Bottling,"$4,324 ",$96.50 ,"$3,073 ","15,500","Food, Beverages &  Tobacco",Beverages,Charlotte,NC
Welltower,"$4,317 ",$522.80 ,"$27,944 ",392,Financials,Real estate,Toledo,OH
ADT,"$4,316 ",$342.60 ,"$17,015 ","18,000",Business Services,Diversified Outsourcing Services,Boca Raton,FL
Ametek,"$4,300 ",$681.50 ,"$7,796 ","16,900",Technology,"Scientific,Photographic and  Control Equipment",Berwyn,PA
CNO Financial Group,"$4,297 ",$175.60 ,"$33,110 ","3,300",Financials,"Insurance: Life, Health (stock)",Carmel,IN
Camping World Holdings,"$4,285 ",$28.40 ,"$2,562 ","10,227",Retailing,"Automotive Retailing, Services",Lincolnshire,IL
LPL Financial Holdings,"$4,282 ",$238.90 ,"$5,359 ","3,736",Financials,Securities,Boston,MA
Noble Energy,"$4,256 ","($1,118.00)","$21,476 ","2,277",Energy,"Mining, Crude-Oil Production",Houston,TX
Bloomin Brands,"$4,213 ",$100.20 ,"$2,573 ","94,000","Hotels, Restaurants &  Leisure",Food Services,Tampa,FL
Moodys,"$4,204 ","$1,000.60 ","$8,594 ","11,896",Business Services,Financial Data Services,New York,NY
Symantec,"$4,191 ",($106.00),"$18,174 ","13,000",Technology,Computer Software,Mountain View,CA
Amkor Technology,"$4,187 ",$260.70 ,"$4,522 ","29,300",Technology,Semiconductors and Other Electronic Components,Tempe,AZ
Skechers U.S.A.,"$4,181 ",$179.20 ,"$2,735 ","8,150",Apparel,Apparel,Manhattan Beach,CA
KBR,"$4,171 ",$434.00 ,"$3,674 ","20,000",Engineering &  Construction,"Engineering, Construction",Houston,TX
Tiffany,"$4,170 ",$370.10 ,"$5,468 ","13,100",Retailing,Specialty Retailers: Other,New York,NY
Torchmark,"$4,156 ","$1,454.50 ","$23,475 ","3,102",Financials,"Insurance: Life, Health (stock)",McKinney,TX
Broadridge Financial Solutions,"$4,143 ",$326.80 ,"$3,150 ","10,000",Business Services,Financial Data Services,Lake Success,NY
Quad/Graphics,"$4,131.40 ",$107.20 ,"$2,452.40 ",21100,Media,"Publishing, Printing",Sussex,WI
CF Industries Holdings,"$4,130 ",$357.70 ,"$13,463 ","2,950",Chemicals,Chemicals,Deerfield,IL
Carlisle,"$4,090 ",$365.50 ,"$5,300 ","14,800",Materials,"Building Materials, Glass",Scottsdale,AZ
Silgan Holdings,"$4,090 ",$269.70 ,"$4,645 ","12,515",Materials,"Packaging, Containers",Stamford,CT
Bemis,"$4,046 ",$94.00 ,"$3,700 ","16,582",Materials,"Packaging, Containers",Neenah,WI
CA,"$4,036 ",$775.00 ,"$12,610 ","11,800",Technology,Computer Software,New York,NY
Hub Group,"$4,035 ",$135.20 ,"$1,671 ","4,377",Transportation,Transportation and Logistics,Oak Brook,IL
Worldpay,"$4,027 ",$130.10 ,"$8,667 ","3,560",Business Services,Financial Data Services,Cincinnati,OH
Ingles Markets,"$4,003 ",$53.90 ,"$1,733 ","17,250",Food &  Drug Stores,Food and Drug Stores,Black Mountain,NC
Snap-on,"$4,000 ",$557.70 ,"$5,249 ","12,600",Industrials,Industrial Machinery,Kenosha,WI
Dentsply Sirona,"$3,993 ","($1,550.00)","$10,375 ","16,100",Health Care,Medical Products and Equipment,York,PA
Calumet Specialty Products,"$3,992 ",($103.80),"$2,689 ","1,600",Energy,Petroleum Refining,Indianapolis,IN
Global Payments,"$3,975 ",$468.40 ,"$12,998 ","10,000",Business Services,Financial Data Services,Atlanta,GA
Encompass Health,"$3,971.40 ",$256.30 ,"$4,893.70 ",30935,Health Care,Health Care: Medical Facilities,Birmingham,AL
Martin Marietta Materials,"$3,966 ",$713.30 ,"$8,993 ","8,406",Materials,"Building Materials, Glass",Raleigh,NC
Nasdaq,"$3,965 ",$734.00 ,"$15,786 ","4,734",Financials,Securities,New York,NY
Leggett & Platt,"$3,944 ",$292.60 ,"$3,551 ","22,200",Household Products,"Home Equipment, Furnishings",Carthage,MO
Universal Forest Products,"$3,941 ",$119.50 ,"$1,465 ","10,000",Materials,"Building Materials, Glass",Grand Rapids,MI
Sally Beauty Holdings,"$3,938 ",$215.10 ,"$2,123 ","21,755",Retailing,Specialty Retailers: Other,Denton,TX
Flowers Foods,"$3,921 ",$150.10 ,"$2,660 ","9,800","Food, Beverages &  Tobacco",Food Consumer Products,Thomasville,GA
Barnes & Noble,"$3,895 ",$22.00 ,"$1,933 ","18,592",Retailing,Specialty Retailers: Other,New York,NY
American Equity Investment Life,"$3,892 ",$174.60 ,"$62,031 ",515,Financials,"Insurance: Life, Health (stock)",West Des Moines,IA
Vulcan Materials,"$3,890 ",$601.20 ,"$9,505 ","8,287",Materials,"Building Materials, Glass",Birmingham,AL
Taylor Morrison Home,"$3,885 ",$91.20 ,"$4,326 ","1,800",Engineering &  Construction,Homebuilders,Scottsdale,AZ
Westinghouse Air Brake,"$3,882 ",$262.30 ,"$6,580 ","18,000",Industrials,Industrial Machinery,Wilmerding,PA
Crestwood Equity Partners,"$3,881 ",($191.90),"$4,285 ",954,Energy,Energy,Houston,TX
Iron Mountain,"$3,846 ",$183.80 ,"$10,972 ","24,000",Business Services,Diversified Outsourcing Services,Boston,MA
Lennox International,"$3,840 ",$305.70 ,"$1,892 ","11,450",Industrials,Industrial Machinery,Richardson,TX
General Cable,"$3,837 ",($56.60),"$2,235 ","8,500",Industrials,"Electronics, Electrical Equip.",Highland Heights,KY
American Eagle Outfitters,"$3,796 ",$204.20 ,"$1,816 ","24,100",Retailing,Specialty Retailers: Apparel,Pittsburgh,PA
Church & Dwight,"$3,776 ",$743.40 ,"$6,015 ","4,700",Household Products,Household and Personal Products,Ewing Township,NJ
Platform Specialty Products,"$3,776 ",($296.20),"$10,252 ","7,850",Chemicals,Chemicals,West Palm Beach,FL
JELD-WEN Holding,"$3,764 ",$10.80 ,"$2,863 ","21,000",Materials,"Building Materials, Glass",Charlotte,NC
OneMain Holdings,"$3,756 ",$183.00 ,"$19,433 ","10,100",Financials,Diversified Financials,Evansville,IN
Colfax,"$3,737 ",$151.10 ,"$6,710 ","14,300",Industrials,Industrial Machinery,Annapolis Junction,MD
Zebra Technologies,"$3,722 ",$17.00 ,"$4,275 ","7,000",Industrials,"Electronics, Electrical Equip.",Lincolnshire,IL
Andersons,"$3,686 ",$42.50 ,"$2,162 ","1,819","Food, Beverages &  Tobacco",Food Production,Maumee,OH
TD Ameritrade Holding,"$3,685 ",$872.00 ,"$38,627 ","10,412",Financials,Securities,Omaha,NE
Carlyle Group,"$3,676 ",$244.10 ,"$12,281 ","1,600",Financials,Securities,Leavenworth,WA
Hubbell,"$3,669 ",$243.10 ,"$3,721 ","17,700",Industrials,"Electronics, Electrical Equip.",Shelton,CT
Trinity Industries,"$3,663 ",$702.50 ,"$9,543 ","15,605",Transportation,Transportation Equipment,Dallas,TX
Darling Ingredients,"$3,662 ",$128.50 ,"$4,958 ","9,800","Food, Beverages &  Tobacco",Food Production,Irving,TX
Flowserve,"$3,661 ",$2.70 ,"$4,911 ","17,000",Industrials,Industrial Machinery,Irving,TX
Antero Resources,"$3,656 ",$615.10 ,"$15,262 ",593,Energy,"Mining, Crude-Oil Production",Denver,CO
Skyworks Solutions,"$3,651 ","$1,010.20 ","$4,574 ","8,400",Technology,Semiconductors and Other Electronic Components,Woburn,MA
Landstar System,"$3,649 ",$177.10 ,"$1,353 ","1,273",Transportation,"Trucking, Truck Leasing",Jacksonville,FL
Buckeye Partners,"$3,648 ",$478.80 ,"$10,305 ","1,870",Energy,Pipelines,Houston,TX
MRC Global,"$3,646 ",$50.00 ,"$2,340 ","3,580",Energy,"Oil and Gas Equipment, Services",Houston,TX
CME Group,"$3,645 ","$4,063.40 ","$75,791 ","2,830",Financials,Securities,Chicago,IL
Greif,"$3,638 ",$118.60 ,"$3,232 ","13,000",Materials,"Packaging, Containers",Delaware,OH
Nexeo Solutions,"$3,637 ",$14.40 ,"$2,254 ","2,640",Wholesalers,Wholesalers: Diversified,The Woodlands,TX
Cooper-Standard Holdings,"$3,618 ",$135.30 ,"$2,726 ","32,000",Motor Vehicles &  Parts,Motor Vehicles and Parts,Novi,MI
Urban Outfitters,"$3,616 ",$108.30 ,"$1,953 ","16,330",Retailing,Specialty Retailers: Apparel,Philadelphia,PA
LSC Communications,"$3,603 ",($57.00),"$2,014 ","24,000",Media,"Publishing, Printing",Chicago,IL
Sabre,"$3,599 ",$242.50 ,"$5,649 ","9,000",Technology,Internet Services and Retailing,Southlake,TX
Green Plains,"$3,596 ",$61.10 ,"$2,785 ","1,427",Energy,Energy,Omaha,NE
Hexion,"$3,591 ",($234.00),"$2,097 ","4,300",Chemicals,Chemicals,Columbus,OH
Stericycle,"$3,581 ",$42.40 ,"$6,988 ","23,200",Business Services,Waste Management,Lake Forest,IL
Warner Music Group,"$3,576 ",$143.00 ,"$5,718 ","4,520",Media,Entertainment,New York,NY
